Question,Segment Type,Segment Description,Answer,Count,Percentage
What social platform has influenced your online shopping most?,Gender,Female voters,None,271,"0,243%"
What social platform has influenced your online shopping most?,Gender,Female voters,None,271,"0,243%"
What social platform has influenced your online shopping most?,Gender,Female voters,None,271,"0,243%"
What social platform has influenced your online shopping most?,Gender,Female voters,None,271,"0,243%"
What social platform has influenced your online shopping most?,Gender,Female voters,None,271,"0,243%"
What social platform has influenced your online shopping most?,Gender,Female voters,None,271,"0,243%"
What social platform has influenced your online shopping most?,Gender,Female voters,None,271,"0,243%"
What social platform has influenced your online shopping most?,Gender,Female voters,None,271,"0,243%"
What social platform has influenced your online shopping most?,Gender,Female voters,None,271,"0,243%"
What social platform has influenced your online shopping most?,Gender,Female voters,None,271,"0,243%"
What social platform has influenced your online shopping most?,Gender,Female voters,None,271,"0,243%"
What social platform has influenced your online shopping most?,Gender,Female voters,None,271,"0,243%"
What social platform has influenced your online shopping most?,Gender,Female voters,None,271,"0,243%"
What social platform has influenced your online shopping most?,Gender,Female voters,None,271,"0,243%"
What social platform has influenced your online shopping most?,Gender,Female voters,None,271,"0,243%"
What social platform has influenced your online shopping most?,Gender,Female voters,None,271,"0,243%"
What social platform has influenced your online shopping most?,Gender,Female voters,None,271,"0,243%"
What social platform has influenced your online shopping most?,Gender,Female voters,None,271,"0,243%"
What social platform has influenced your online shopping most?,Gender,Female voters,None,271,"0,243%"
What social platform has influenced your online shopping most?,Gender,Female voters,None,271,"0,243%"
What social platform has influenced your online shopping most?,Gender,Female voters,None,271,"0,243%"
What social platform has influenced your online shopping most?,Gender,Female voters,None,271,"0,243%"
What social platform has influenced your online shopping most?,Gender,Female voters,None,271,"0,243%"
What social platform has influenced your online shopping most?,Gender,Female voters,None,271,"0,243%"
What social platform has influenced your online shopping most?,Gender,Female voters,None,271,"0,243%"
What social platform has influenced your online shopping most?,Gender,Female voters,None,271,"0,243%"
What social platform has influenced your online shopping most?,Gender,Female voters,None,271,"0,243%"
What social platform has influenced your online shopping most?,Gender,Female voters,None,271,"0,243%"
What social platform has influenced your online shopping most?,Gender,Female voters,None,271,"0,243%"
What social platform has influenced your online shopping most?,Gender,Female voters,None,271,"0,243%"
What social platform has influenced your online shopping most?,Gender,Female voters,None,271,"0,243%"
What social platform has influenced your online shopping most?,Gender,Female voters,None,271,"0,243%"
What social platform has influenced your online shopping most?,Gender,Female voters,None,271,"0,243%"
What social platform has influenced your online shopping most?,Gender,Female voters,None,271,"0,243%"
What social platform has influenced your online shopping most?,Gender,Female voters,None,271,"0,243%"
What social platform has influenced your online shopping most?,Gender,Female voters,None,271,"0,243%"
What social platform has influenced your online shopping most?,Gender,Female voters,None,271,"0,243%"
What social platform has influenced your online shopping most?,Gender,Female voters,None,271,"0,243%"
What social platform has influenced your online shopping most?,Gender,Female voters,None,271,"0,243%"
What social platform has influenced your online shopping most?,Gender,Female voters,None,271,"0,243%"
What social platform has influenced your online shopping most?,Gender,Female voters,None,271,"0,243%"
What social platform has influenced your online shopping most?,Gender,Female voters,None,271,"0,243%"
What social platform has influenced your online shopping most?,Gender,Female voters,None,271,"0,243%"
What social platform has influenced your online shopping most?,Gender,Female voters,None,271,"0,243%"
What social platform has influenced your online shopping most?,Gender,Female voters,None,271,"0,243%"
What social platform has influenced your online shopping most?,Gender,Female voters,None,271,"0,243%"
What social platform has influenced your online shopping most?,Gender,Female voters,None,271,"0,243%"
What social platform has influenced your online shopping most?,Gender,Female voters,None,271,"0,243%"
What social platform has influenced your online shopping most?,Gender,Female voters,None,271,"0,243%"
What social platform has influenced your online shopping most?,Gender,Female voters,None,271,"0,243%"
What social platform has influenced your online shopping most?,Gender,Female voters,None,271,"0,243%"
What social platform has influenced your online shopping most?,Gender,Female voters,None,271,"0,243%"
What social platform has influenced your online shopping most?,Gender,Female voters,None,271,"0,243%"
What social platform has influenced your online shopping most?,Gender,Female voters,None,271,"0,243%"
What social platform has influenced your online shopping most?,Gender,Female voters,None,271,"0,243%"
What social platform has influenced your online shopping most?,Gender,Female voters,None,271,"0,243%"
What social platform has influenced your online shopping most?,Gender,Female voters,None,271,"0,243%"
What social platform has influenced your online shopping most?,Gender,Female voters,None,271,"0,243%"
What social platform has influenced your online shopping most?,Gender,Female voters,None,271,"0,243%"
What social platform has influenced your online shopping most?,Gender,Female voters,None,271,"0,243%"
What social platform has influenced your online shopping most?,Gender,Female voters,None,271,"0,243%"
What social platform has influenced your online shopping most?,Gender,Female voters,None,271,"0,243%"
